Country Name,Country Code,Series Name,Series Code,2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
"Yemen, Rep.",YEM,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-2.65635899999999,-2.6676713,-2.61245769999999,-2.6264387,-2.7505641
Zambia,ZMB,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,-0.7343493,-0.7266708,-0.5899419,-0.5628206,-0.5330555
Zambia,ZMB,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-0.6567755,-0.6026535,-0.6313823,-0.6089819,-0.5611771
Zambia,ZMB,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.3679359,-0.158277199999999,0.0456326,-0.0111463999999999,-0.1007849
Zimbabwe,ZWE,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,-1.1252829,-1.0994958,-1.09976269999999,-0.988479599999999,-0.9876299
Zimbabwe,ZWE,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-1.24233859999999,-1.263628,-1.3005258,-1.2681513,-1.2109412
Zimbabwe,ZWE,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-1.0459616,-1.0184197,-0.8261001,-0.998213999999999,-1.0172382
,,,,,,,,
,,,,,,,,
,,,,,,,,
Data from database: Worldwide Governance Indicators,,,,,,,,
Last Updated: 03/18/2026,,,,,,,,
